latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
47.62947,34.32819,322.9,1.12,1.05,2022-06-01,0824,Terra,MODIS,46,6.1NRT,302.7,12.41,D
48.16684,30.61823,326.04,1.62,1.25,2022-06-01,0824,Terra,MODIS,63,6.1NRT,301.7,29.25,D
47.91668,37.5784,317.56,1,1,2022-06-01,0824,Terra,MODIS,17,6.1NRT,301.68,6.64,D
47.93516,37.51553,319.28,1,1,2022-06-01,0824,Terra,MODIS,43,6.1NRT,302.18,6.38,D
49.02805,37.65191,313.33,1,1,2022-06-01,0824,Terra,MODIS,44,6.1NRT,292.95,9.73,D
48.97423,38.08422,334.02,1,1,2022-06-01,0824,Terra,MODIS,86,6.1NRT,304.86,24.09,D
48.97621,38.07082,332.87,1,1,2022-06-01,0824,Terra,MODIS,85,6.1NRT,303.18,22.27,D
51.42099,32.08963,310.95,1.52,1.22,2022-06-01,0824,Terra,MODIS,40,6.1NRT,296.1,12.25,D
49.07003,37.55292,310.77,1,1,2022-06-01,0824,Terra,MODIS,49,6.1NRT,293.39,5.82,D
46.50286,31.7234,317.25,2.79,1.6,2022-06-01,1009,Aqua,MODIS,26,6.1NRT,299.14,30.13,D
50.61162,30.83727,312.77,2.28,1.46,2022-06-01,1011,Aqua,MODIS,50,6.1NRT,292.25,27.49,D
48.97571,38.08502,319.61,1.2,1.09,2022-06-01,1011,Aqua,MODIS,73,6.1NRT,295.96,12.48,D
48.97278,38.06909,340.14,1.21,1.09,2022-06-01,1011,Aqua,MODIS,90,6.1NRT,298.05,47.57,D
49.04061,37.58883,321.58,1.25,1.11,2022-06-01,1011,Aqua,MODIS,76,6.1NRT,294.17,19.56,D
49.05026,37.58462,319.15,1.25,1.11,2022-06-01,1011,Aqua,MODIS,51,6.1NRT,294.02,15.38,D
50.19835,36.83165,324.09,1.27,1.12,2022-06-01,1011,Aqua,MODIS,73,6.1NRT,299.31,23.97,D
50.13012,36.42728,316.38,1.32,1.14,2022-06-01,1011,Aqua,MODIS,50,6.1NRT,299.43,9.19,D
47.63233,34.32613,305.38,1.13,1.06,2022-06-01,2344,Aqua,MODIS,64,6.1NRT,288.18,9.86,N
49.91071,32.52822,316.63,1.28,1.12,2022-06-02,0907,Terra,MODIS,25,6.1NRT,298.05,13.48,D
48.50806,34.80049,319.41,1.75,1.3,2022-06-02,0907,Terra,MODIS,28,6.1NRT,303.27,21.86,D
46.56811,32.74879,339.47,1.56,1.23,2022-06-02,0909,Terra,MODIS,87,6.1NRT,309.64,51.77,D
46.56878,32.75477,340.79,1.56,1.23,2022-06-02,0909,Terra,MODIS,88,6.1NRT,309.03,56.38,D
46.51932,31.74285,328.93,1.01,1,2022-06-02,1053,Aqua,MODIS,67,6.1NRT,307.77,13.41,D
46.51737,31.72997,334.21,1.01,1,2022-06-02,1053,Aqua,MODIS,80,6.1NRT,309.9,20.87,D
47.46072,35.90495,319.88,1.18,1.08,2022-06-02,1053,Aqua,MODIS,23,6.1NRT,305.78,8.93,D
49.02111,38.60996,316.81,1.07,1.03,2022-06-03,0811,Terra,MODIS,33,6.1NRT,300.6,5.25,D
47.62748,34.32838,326.15,1.49,1.2,2022-06-03,0813,Terra,MODIS,61,6.1NRT,295.94,29.65,D
49.22293,25.6393,312.39,2,1.38,2022-06-03,0952,Terra,MODIS,26,6.1NRT,298.03,16.8,D
48.20888,22.24972,321.94,1.47,1.2,2022-06-03,0952,Terra,MODIS,77,6.1NRT,301.88,22.23,D
46.64748,33.00863,319.12,3.45,1.75,2022-06-03,0958,Aqua,MODIS,32,6.1NRT,300.5,45.59,D
46.65894,33.0505,319.78,3.43,1.74,2022-06-03,0958,Aqua,MODIS,24,6.1NRT,300.96,49.34,D
47.62844,34.32006,319.75,2.75,1.59,2022-06-03,0958,Aqua,MODIS,60,6.1NRT,298.32,38.35,D
46.65376,33.04606,321.33,3.43,1.74,2022-06-03,0958,Aqua,MODIS,38,6.1NRT,301.17,55.24,D
50.77993,30.02945,306.24,2.19,1.44,2022-06-03,1136,Aqua,MODIS,39,6.1NRT,293.76,11.72,D
48.16228,30.61186,300.01,1.24,1.11,2022-06-03,1921,Terra,MODIS,8,6.1NRT,287.85,7.57,N
47.9352,37.50767,304.43,1.07,1.03,2022-06-03,1921,Terra,MODIS,60,6.1NRT,290.46,7.43,N
47.63047,34.31944,305.2,1.01,1.01,2022-06-03,1921,Terra,MODIS,63,6.1NRT,291.14,6.45,N
47.46076,36.24101,303.98,1.01,1,2022-06-03,1921,Terra,MODIS,58,6.1NRT,290.15,6.21,N
46.50806,31.72309,308.39,1.2,1.09,2022-06-03,1921,Terra,MODIS,74,6.1NRT,292.49,9.47,N
46.49623,31.78197,305.98,1.2,1.09,2022-06-03,1921,Terra,MODIS,66,6.1NRT,292.26,8,N
46.49892,31.79714,311.75,1.2,1.09,2022-06-03,1921,Terra,MODIS,83,6.1NRT,292.72,13.41,N
46.49572,31.79399,309.55,1.99,1.38,2022-06-03,2331,Aqua,MODIS,78,6.1NRT,289.92,26.52,N
46.49691,31.80159,305.03,1.99,1.38,2022-06-03,2331,Aqua,MODIS,45,6.1NRT,289.91,16.49,N
48.95086,38.47874,310.98,1.81,1.32,2022-06-04,0854,Terra,MODIS,21,6.1NRT,289.92,10.85,D
48.4645,38.76651,314.05,1.93,1.36,2022-06-04,0854,Terra,MODIS,50,6.1NRT,298.78,16.01,D
47.96089,37.60322,317.97,1.75,1.3,2022-06-04,0854,Terra,MODIS,64,6.1NRT,297.8,21.81,D
46.49972,31.7332,337.38,1.08,1.04,2022-06-04,0856,Terra,MODIS,75,6.1NRT,306.89,26.63,D
47.63008,34.33419,318.18,1.27,1.12,2022-06-04,0856,Terra,MODIS,47,6.1NRT,301.68,11.42,D
47.19194,33.19263,315.1,1.17,1.08,2022-06-04,0856,Terra,MODIS,31,6.1NRT,298.75,8.48,D
47.18117,33.14045,318.38,1.17,1.08,2022-06-04,0856,Terra,MODIS,26,6.1NRT,293.68,12.72,D
46.82413,32.13844,321.31,1.1,1.05,2022-06-04,0856,Terra,MODIS,47,6.1NRT,307.21,8.62,D
46.52025,31.72586,332.7,1.08,1.04,2022-06-04,0856,Terra,MODIS,68,6.1NRT,307.88,21.57,D
46.51114,31.72267,348.47,1.08,1.04,2022-06-04,0856,Terra,MODIS,94,6.1NRT,308.25,52.04,D
46.49956,31.79144,339.62,1.08,1.04,2022-06-04,0856,Terra,MODIS,66,6.1NRT,306.51,34.9,D
46.49723,31.80523,324.56,1.09,1.04,2022-06-04,0856,Terra,MODIS,54,6.1NRT,304.86,11.94,D
46.50203,31.71948,387.47,1.08,1.04,2022-06-04,0856,Terra,MODIS,94,6.1NRT,311.51,192.6,D
46.21396,32.19608,320.62,1.12,1.06,2022-06-04,0856,Terra,MODIS,57,6.1NRT,305.14,8.02,D
46.49292,31.71628,379.49,1.08,1.04,2022-06-04,0856,Terra,MODIS,75,6.1NRT,305.3,153.16,D
46.51786,31.74281,325.62,1.2,1.09,2022-06-04,1041,Aqua,MODIS,59,6.1NRT,311.15,13.45,D
46.51232,31.71246,346.89,1.2,1.09,2022-06-04,1041,Aqua,MODIS,92,6.1NRT,310.07,55.35,D
46.51509,31.72763,326.78,1.2,1.09,2022-06-04,1041,Aqua,MODIS,48,6.1NRT,311.29,14.89,D
46.50002,31.70094,364.03,1.2,1.09,2022-06-04,1041,Aqua,MODIS,100,6.1NRT,311.64,107.55,D
46.50281,31.71613,392.29,1.2,1.09,2022-06-04,1041,Aqua,MODIS,100,6.1NRT,316.28,255.14,D
46.49051,31.70462,368.17,1.2,1.09,2022-06-04,1041,Aqua,MODIS,94,6.1NRT,310.55,122.05,D
46.49329,31.7198,352.36,1.2,1.09,2022-06-04,1041,Aqua,MODIS,83,6.1NRT,310.09,65.08,D
46.48642,31.69672,337.21,1.2,1.09,2022-06-04,1041,Aqua,MODIS,0,6.1NRT,301.94,30.14,D
46.48916,31.71193,372.91,1.2,1.09,2022-06-04,1041,Aqua,MODIS,0,6.1NRT,310.1,144.78,D
46.49327,31.79139,336.61,1.19,1.09,2022-06-04,1041,Aqua,MODIS,0,6.1NRT,308.76,33.17,D
47.18328,33.1347,321.63,1.06,1.03,2022-06-04,1043,Aqua,MODIS,54,6.1NRT,309.56,9.31,D
48.58606,38.28038,315.64,1.14,1.07,2022-06-04,1043,Aqua,MODIS,40,6.1NRT,299.51,5.99,D
49.04483,37.57384,317.56,1.1,1.05,2022-06-04,1043,Aqua,MODIS,65,6.1NRT,295.62,11.65,D
50.09656,36.37707,314.43,1.08,1.04,2022-06-06,0841,Terra,MODIS,50,6.1NRT,299.56,9.12,D
49.01676,37.49831,315.67,1.21,1.09,2022-06-06,0843,Terra,MODIS,36,6.1NRT,303.4,9.91,D
49.27444,36.94844,316.09,1.14,1.07,2022-06-06,0843,Terra,MODIS,37,6.1NRT,301.16,10.04,D
49.04338,38.14024,316.37,1.27,1.12,2022-06-06,0843,Terra,MODIS,56,6.1NRT,300.07,12.63,D
47.42218,35.31845,319.23,1.09,1.04,2022-06-06,0843,Terra,MODIS,67,6.1NRT,302.81,9.18,D
48.79165,38.52182,313.8,1,1,2022-06-06,1028,Aqua,MODIS,33,6.1NRT,300.98,6.05,D
49.46738,36.74015,336.78,1.01,1,2022-06-06,1028,Aqua,MODIS,86,6.1NRT,302.36,31.12,D
49.40094,36.97097,317.14,1.01,1,2022-06-06,1028,Aqua,MODIS,51,6.1NRT,300.05,8.95,D
49.27568,36.94261,317.83,1.01,1,2022-06-06,1028,Aqua,MODIS,33,6.1NRT,301.34,8.89,D
49.2304,37.07319,328.06,1.01,1,2022-06-06,1028,Aqua,MODIS,65,6.1NRT,309.72,17.16,D
49.23246,37.08671,328.2,1.01,1,2022-06-06,1028,Aqua,MODIS,70,6.1NRT,305.24,18.03,D
49.21521,37.09938,320.09,1.01,1,2022-06-06,1028,Aqua,MODIS,21,6.1NRT,308.39,8.66,D
49.03979,38.44262,315.1,1,1,2022-06-06,1028,Aqua,MODIS,32,6.1NRT,303,3.95,D
48.90765,38.42075,315.95,1,1,2022-06-06,1028,Aqua,MODIS,53,6.1NRT,303.72,7.08,D
51.12848,32.60397,326.85,1.2,1.09,2022-06-06,1028,Aqua,MODIS,80,6.1NRT,301.69,23.59,D
49.48968,36.70317,321.24,1.01,1,2022-06-06,1028,Aqua,MODIS,42,6.1NRT,303.49,10.94,D
49.46948,36.75381,333.61,1.01,1,2022-06-06,1028,Aqua,MODIS,84,6.1NRT,302.93,25.58,D
47.51206,36.28477,315.91,1.13,1.06,2022-06-07,0001,Aqua,MODIS,92,6.1NRT,284.2,20.47,N
47.50947,36.29931,315.94,1.13,1.06,2022-06-07,0001,Aqua,MODIS,92,6.1NRT,283.58,20.57,N
47.12685,29.3498,332.33,1.03,1.01,2022-06-07,1113,Aqua,MODIS,81,6.1NRT,310.76,20.94,D
48.97594,37.99865,323.82,2.54,1.53,2022-06-07,1113,Aqua,MODIS,73,6.1NRT,298.47,60.6,D
49.08251,25.3404,313.75,1.03,1.02,2022-06-07,1113,Aqua,MODIS,16,6.1NRT,300.23,5.66,D
47.1433,35.4986,320.86,1.79,1.31,2022-06-07,1113,Aqua,MODIS,54,6.1NRT,306.88,19.49,D
49.03968,37.56689,307.18,1.13,1.06,2022-06-07,1858,Terra,MODIS,71,6.1NRT,288.16,9.86,N
49.22906,37.21176,308.14,1.15,1.07,2022-06-07,1858,Terra,MODIS,74,6.1NRT,290.88,11.04,N
49.03447,37.5369,304.27,1.13,1.06,2022-06-07,1858,Terra,MODIS,49,6.1NRT,288.1,7.55,N
49.03708,37.55191,305.65,1.13,1.06,2022-06-07,1858,Terra,MODIS,65,6.1NRT,288.23,9.02,N
48.46283,38.75464,302.16,1.07,1.03,2022-06-07,1858,Terra,MODIS,47,6.1NRT,288.06,7.35,N
47.15095,32.78418,307.87,2,1.38,2022-06-07,1858,Terra,MODIS,73,6.1NRT,285.42,28.48,N
48.20893,38.24083,311.3,1.11,1.05,2022-06-07,1858,Terra,MODIS,82,6.1NRT,286.97,14.36,N
47.37432,35.94956,301.69,1.39,1.17,2022-06-07,1858,Terra,MODIS,43,6.1NRT,286.13,10.2,N
47.78136,37.24222,322.86,1.02,1.01,2022-06-08,0833,Terra,MODIS,68,6.1NRT,305.38,10.55,D
49.23615,37.22689,338.48,1.01,1,2022-06-08,0833,Terra,MODIS,87,6.1NRT,301.95,32.29,D
49.23354,37.1832,329.62,1.01,1,2022-06-08,0833,Terra,MODIS,78,6.1NRT,302.73,18.56,D
49.22939,37.21025,335.58,1.01,1,2022-06-08,0833,Terra,MODIS,85,6.1NRT,303.27,27.92,D
49.22731,37.22378,349.76,1.01,1,2022-06-08,0833,Terra,MODIS,94,6.1NRT,299.91,53.69,D
49.037,38.41595,322.17,1.05,1.02,2022-06-08,0833,Terra,MODIS,59,6.1NRT,302.83,11.75,D
49.0469,38.19155,317.88,1.04,1.02,2022-06-08,0833,Terra,MODIS,55,6.1NRT,303.73,7.31,D
48.98337,38.46347,322.98,1.05,1.02,2022-06-08,0833,Terra,MODIS,42,6.1NRT,309.27,10.36,D
49.00679,37.50451,321.88,1.01,1.01,2022-06-08,0833,Terra,MODIS,56,6.1NRT,300.66,11.21,D
48.75843,38.2422,320.71,1.05,1.02,2022-06-08,0833,Terra,MODIS,37,6.1NRT,303.52,8.93,D
49.22492,37.22164,324.85,1.16,1.07,2022-06-08,1017,Aqua,MODIS,69,6.1NRT,302.31,15.23,D
49.23133,37.17889,327.34,1.16,1.07,2022-06-08,1017,Aqua,MODIS,71,6.1NRT,303.68,21.47,D
49.22216,37.20616,323.96,1.16,1.07,2022-06-08,1017,Aqua,MODIS,70,6.1NRT,302.92,15.09,D
49.11744,37.53525,319.58,1.14,1.06,2022-06-08,1017,Aqua,MODIS,55,6.1NRT,304.79,9.81,D
49.03741,38.52958,330.95,1.07,1.03,2022-06-08,1017,Aqua,MODIS,80,6.1NRT,312.75,22.48,D
49.02596,38.51887,338.05,1.07,1.03,2022-06-08,1017,Aqua,MODIS,87,6.1NRT,308.96,32.42,D
46.49049,32.11815,300.55,1.01,1.01,2022-06-08,1940,Terra,MODIS,24,6.1NRT,282.39,6.19,N
47.86847,33.44738,330,1.11,1.05,2022-06-08,1940,Terra,MODIS,100,6.1NRT,290.5,35,N
48.68292,29.30716,304.25,1.01,1,2022-06-08,1942,Terra,MODIS,59,6.1NRT,288.18,7.12,N
48.68089,29.29367,302.81,1.01,1,2022-06-08,1942,Terra,MODIS,51,6.1NRT,287.51,6.36,N
48.4654,38.76793,305.05,1.05,1.03,2022-06-08,2348,Aqua,MODIS,63,6.1NRT,286,9.38,N
48.46306,38.78191,310.88,1.06,1.03,2022-06-08,2348,Aqua,MODIS,81,6.1NRT,285.03,13.39,N
47.63246,34.32424,306.39,1.05,1.02,2022-06-08,2348,Aqua,MODIS,68,6.1NRT,285.95,10.45,N
47.63066,34.33801,301.8,1.05,1.02,2022-06-08,2348,Aqua,MODIS,44,6.1NRT,287.27,7.55,N
49.05378,38.14274,301.71,1.02,1.01,2022-06-08,2348,Aqua,MODIS,44,6.1NRT,287.22,7.18,N
49.05161,38.15638,303.11,1.02,1.01,2022-06-08,2348,Aqua,MODIS,53,6.1NRT,287.93,8.13,N
48.49437,38.814,303.48,1.06,1.03,2022-06-08,2348,Aqua,MODIS,55,6.1NRT,285.1,8.5,N
49.50112,36.66583,322.15,3.55,1.77,2022-06-09,0735,Terra,MODIS,73,6.1NRT,295.84,90.43,D
49.49288,36.65743,318,3.55,1.77,2022-06-09,0735,Terra,MODIS,56,6.1NRT,294.77,67.29,D
49.50891,36.65821,320.2,3.55,1.77,2022-06-09,0735,Terra,MODIS,70,6.1NRT,296.57,81.52,D
49.51028,36.60801,312.1,3.57,1.77,2022-06-09,0735,Terra,MODIS,26,6.1NRT,293.51,39.76,D
49.50225,36.61564,316.95,3.57,1.77,2022-06-09,0735,Terra,MODIS,51,6.1NRT,294.16,61.23,D
50.64049,35.45789,314.3,1.93,1.36,2022-06-09,0913,Terra,MODIS,26,6.1NRT,301.42,14.48,D
50.33595,24.7799,320.43,1.02,1.01,2022-06-09,0913,Terra,MODIS,71,6.1NRT,303.03,9.92,D
49.20805,37.10772,317.51,2.57,1.54,2022-06-09,0913,Terra,MODIS,40,6.1NRT,300.36,34.74,D
49.50439,36.63572,349.13,2.39,1.49,2022-06-09,0913,Terra,MODIS,89,6.1NRT,299.36,197.19,D
50.0642,36.93984,317.27,2.37,1.49,2022-06-09,0913,Terra,MODIS,57,6.1NRT,299.92,28.65,D
49.51227,36.64563,330.42,2.39,1.49,2022-06-09,0913,Terra,MODIS,69,6.1NRT,300.65,80.33,D
49.4997,36.6382,343.41,2.39,1.49,2022-06-09,0913,Terra,MODIS,86,6.1NRT,297.57,152.59,D
48.942,38.43546,337.67,1.82,1.32,2022-06-09,1100,Aqua,MODIS,86,6.1NRT,308.59,71.22,D
48.78135,38.70403,319.2,1.87,1.34,2022-06-09,1100,Aqua,MODIS,48,6.1NRT,302.65,23.66,D
49.04031,38.13216,324.31,1.77,1.3,2022-06-09,1100,Aqua,MODIS,71,6.1NRT,302.15,36.25,D
49.05112,38.27845,325.42,1.8,1.31,2022-06-09,1100,Aqua,MODIS,48,6.1NRT,304.55,28.98,D
49.04435,38.13859,325.73,1.77,1.3,2022-06-09,1100,Aqua,MODIS,74,6.1NRT,302.31,36.63,D
49.04223,38.2626,331.4,1.79,1.31,2022-06-09,1100,Aqua,MODIS,81,6.1NRT,302.65,54.41,D
49.04414,38.28714,322.01,1.8,1.31,2022-06-09,1100,Aqua,MODIS,57,6.1NRT,303.19,27.48,D
48.97596,38.50042,324.43,1.84,1.33,2022-06-09,1100,Aqua,MODIS,45,6.1NRT,308.37,22.66,D
48.97149,38.50623,325.44,1.84,1.33,2022-06-09,1100,Aqua,MODIS,58,6.1NRT,310.54,24.7,D
50.33315,24.77453,317.64,1.27,1.12,2022-06-09,1100,Aqua,MODIS,61,6.1NRT,302.56,10.09,D
49.82891,36.94808,317.43,1.58,1.24,2022-06-09,1100,Aqua,MODIS,50,6.1NRT,301.46,16.93,D
49.50622,36.619,350.93,1.51,1.21,2022-06-09,1100,Aqua,MODIS,95,6.1NRT,305.68,103.72,D
49.50805,36.63965,344.53,1.51,1.21,2022-06-09,1100,Aqua,MODIS,91,6.1NRT,306.32,78.77,D
49.49536,36.62133,355.31,1.51,1.21,2022-06-09,1100,Aqua,MODIS,97,6.1NRT,301.68,123.21,D
49.49717,36.64196,362.28,1.51,1.21,2022-06-09,1100,Aqua,MODIS,94,6.1NRT,305.29,156.63,D
49.41134,36.96856,367.35,1.57,1.23,2022-06-09,1100,Aqua,MODIS,100,6.1NRT,303.73,192.36,D
49.41315,36.99006,342.29,1.57,1.23,2022-06-09,1100,Aqua,MODIS,90,6.1NRT,303.64,75.71,D
49.23574,37.03752,328.56,1.57,1.23,2022-06-09,1100,Aqua,MODIS,70,6.1NRT,310.49,29.6,D
49.20694,37.0926,347.64,1.58,1.24,2022-06-09,1100,Aqua,MODIS,93,6.1NRT,308.45,94.79,D
48.33043,38.11986,307.65,1.45,1.19,2022-06-09,1845,Terra,MODIS,72,6.1NRT,287.51,16.97,N
49.21466,37.09489,301.12,1.54,1.22,2022-06-09,1845,Terra,MODIS,34,6.1NRT,289.23,8.2,N
49.49314,36.66152,305.82,1.58,1.24,2022-06-09,1845,Terra,MODIS,54,6.1NRT,291.23,14.58,N
49.20411,37.0999,302.07,1.54,1.22,2022-06-09,1845,Terra,MODIS,32,6.1NRT,291.39,9.09,N
49.49938,36.6353,305.25,1.58,1.24,2022-06-09,1845,Terra,MODIS,34,6.1NRT,291.61,14.16,N
49.05355,38.28212,302.75,1.37,1.16,2022-06-09,1845,Terra,MODIS,45,6.1NRT,291.01,8.99,N
48.9532,38.45731,310.66,1.36,1.15,2022-06-09,1845,Terra,MODIS,81,6.1NRT,290.64,16.84,N
48.95667,38.4752,307.05,1.36,1.15,2022-06-09,1845,Terra,MODIS,70,6.1NRT,290.64,12.49,N
48.32669,38.10112,312.15,1.46,1.19,2022-06-09,1845,Terra,MODIS,84,6.1NRT,287.84,22.12,N
50.05477,31.06679,301.59,2.8,1.6,2022-06-09,1847,Terra,MODIS,42,6.1NRT,289.66,20.36,N
49.41236,36.96938,335.26,1.08,1.04,2022-06-10,0820,Terra,MODIS,84,6.1NRT,302.77,31.02,D
49.41056,36.98413,319.49,1.08,1.04,2022-06-10,0820,Terra,MODIS,36,6.1NRT,303.06,10.11,D
49.27679,36.96411,320.62,1.08,1.04,2022-06-10,0820,Terra,MODIS,26,6.1NRT,308.2,11.44,D
49.26757,36.96152,324.64,1.08,1.04,2022-06-10,0820,Terra,MODIS,46,6.1NRT,307.7,14.58,D
49.26575,36.97619,329.86,1.08,1.04,2022-06-10,0820,Terra,MODIS,56,6.1NRT,307.81,19.24,D
49.24368,37.00035,347.68,1.08,1.04,2022-06-10,0820,Terra,MODIS,93,6.1NRT,308.59,46.74,D
49.20733,37.21558,326.29,1.06,1.03,2022-06-10,0820,Terra,MODIS,70,6.1NRT,309.81,13.55,D
49.20552,37.22997,322.93,1.06,1.03,2022-06-10,0820,Terra,MODIS,59,6.1NRT,308.42,9.64,D
49.05126,38.40524,326.37,1.01,1.01,2022-06-10,0820,Terra,MODIS,39,6.1NRT,304.43,11.71,D
49.18189,37.34224,327.09,1.06,1.03,2022-06-10,0820,Terra,MODIS,74,6.1NRT,306.63,17.67,D
49.04795,38.36139,322.82,1.01,1.01,2022-06-10,0820,Terra,MODIS,46,6.1NRT,307.19,8.34,D
49.20344,37.09459,335.74,1.07,1.03,2022-06-10,0820,Terra,MODIS,82,6.1NRT,306.25,29.34,D
49.19983,37.12363,329.05,1.07,1.03,2022-06-10,0820,Terra,MODIS,68,6.1NRT,306.42,18.84,D
48.79343,38.53257,329.34,1.01,1,2022-06-10,0820,Terra,MODIS,77,6.1NRT,306.15,18.21,D
48.79446,38.72227,343.61,1.01,1,2022-06-10,0820,Terra,MODIS,90,6.1NRT,307.71,38.73,D
48.79635,38.70882,336.06,1.01,1,2022-06-10,0820,Terra,MODIS,85,6.1NRT,306.45,26.53,D
49.0347,37.12397,320.68,1.07,1.03,2022-06-10,0820,Terra,MODIS,61,6.1NRT,309.02,6.99,D
48.97531,38.14693,320.26,1.02,1.01,2022-06-10,0820,Terra,MODIS,53,6.1NRT,307.82,8.23,D
48.98611,38.13594,333.09,1.02,1.01,2022-06-10,0820,Terra,MODIS,82,6.1NRT,307.57,22.08,D
49.08301,37.54277,321.21,1.04,1.02,2022-06-10,0820,Terra,MODIS,52,6.1NRT,307.28,9.77,D
49.16687,37.10743,326.85,1.07,1.03,2022-06-10,0820,Terra,MODIS,74,6.1NRT,305.18,18.35,D
49.04356,38.12481,327.32,1.02,1.01,2022-06-10,0820,Terra,MODIS,75,6.1NRT,307.93,15.88,D
49.05017,38.27652,323.77,1.02,1.01,2022-06-10,0820,Terra,MODIS,53,6.1NRT,305.79,11.49,D
49.04831,38.29021,325.89,1.02,1.01,2022-06-10,0820,Terra,MODIS,64,6.1NRT,305.85,14.19,D
48.68069,38.47734,320.83,1.01,1,2022-06-10,0820,Terra,MODIS,59,6.1NRT,308.28,9.09,D
48.46491,38.76113,324.31,1,1,2022-06-10,0820,Terra,MODIS,68,6.1NRT,309.73,13.4,D
48.58453,34.75906,328.13,1.25,1.11,2022-06-10,0820,Terra,MODIS,77,6.1NRT,306.41,21.5,D
50.1443,36.83745,332.91,1.11,1.05,2022-06-10,0820,Terra,MODIS,0,6.1NRT,303.55,27.48,D
49.71522,36.82634,318.18,1.1,1.05,2022-06-10,0820,Terra,MODIS,37,6.1NRT,302.84,8.29,D
50.04184,31.54848,320.46,1.83,1.32,2022-06-10,0820,Terra,MODIS,59,6.1NRT,305.37,20.08,D
49.50986,36.64154,329.72,1.11,1.05,2022-06-10,0820,Terra,MODIS,69,6.1NRT,306.82,23.19,D
49.50051,36.63898,345.3,1.11,1.05,2022-06-10,0820,Terra,MODIS,86,6.1NRT,306.01,52.02,D
49.49869,36.65409,325.78,1.1,1.05,2022-06-10,0820,Terra,MODIS,43,6.1NRT,303.48,17.49,D
48.99602,38.31446,323.68,1.41,1.18,2022-06-10,1004,Aqua,MODIS,61,6.1NRT,303.75,21.1,D
50.04467,31.04562,315.28,2.88,1.62,2022-06-10,1004,Aqua,MODIS,0,6.1NRT,301.17,36.76,D
50.20152,36.87753,331.7,1.52,1.22,2022-06-10,1004,Aqua,MODIS,81,6.1NRT,303.25,43.13,D
50.13636,36.84326,328.84,1.53,1.22,2022-06-10,1004,Aqua,MODIS,59,6.1NRT,304.28,34.69,D
49.49947,36.65427,318.96,1.62,1.25,2022-06-10,1004,Aqua,MODIS,33,6.1NRT,304.88,19.56,D
49.4101,36.9636,387.2,1.58,1.24,2022-06-10,1004,Aqua,MODIS,100,6.1NRT,307.68,346.22,D
49.41454,36.98443,322.2,1.58,1.24,2022-06-10,1004,Aqua,MODIS,59,6.1NRT,304.95,21.86,D
49.26506,36.95636,321.83,1.6,1.24,2022-06-10,1004,Aqua,MODIS,50,6.1NRT,307.52,23.04,D
49.26948,36.97732,320.53,1.59,1.24,2022-06-10,1004,Aqua,MODIS,33,6.1NRT,307.67,19.68,D
49.23752,36.99361,356.28,1.59,1.24,2022-06-10,1004,Aqua,MODIS,98,6.1NRT,309.96,127.52,D
49.21964,37.1907,325.05,1.56,1.23,2022-06-10,1004,Aqua,MODIS,71,6.1NRT,308.48,24.6,D
49.16162,37.08241,316.95,1.58,1.24,2022-06-10,1004,Aqua,MODIS,18,6.1NRT,301.96,14.39,D
49.16602,37.10313,325.86,1.58,1.24,2022-06-10,1004,Aqua,MODIS,73,6.1NRT,303.05,32.17,D
48.93247,37.46323,319.07,1.54,1.22,2022-06-10,1004,Aqua,MODIS,51,6.1NRT,306.23,17.12,D
48.93841,37.83523,323.28,1.48,1.2,2022-06-10,1004,Aqua,MODIS,66,6.1NRT,306.85,17.93,D
49.05325,38.40117,324.38,1.39,1.17,2022-06-10,1004,Aqua,MODIS,39,6.1NRT,304.17,17.01,D
48.9766,38.13187,326.52,1.44,1.19,2022-06-10,1004,Aqua,MODIS,74,6.1NRT,306.63,26.58,D
48.96637,38.13665,329.68,1.44,1.19,2022-06-10,1004,Aqua,MODIS,78,6.1NRT,306.01,32.55,D
48.97021,38.15547,317.44,1.43,1.18,2022-06-10,1004,Aqua,MODIS,20,6.1NRT,305.42,8.98,D
48.98678,38.29143,324.09,1.41,1.18,2022-06-10,1004,Aqua,MODIS,68,6.1NRT,304.5,23.49,D
48.99057,38.31006,335.61,1.41,1.18,2022-06-10,1004,Aqua,MODIS,84,6.1NRT,304.41,46.8,D
48.99234,38.29591,344.1,1.41,1.18,2022-06-10,1004,Aqua,MODIS,91,6.1NRT,304.88,69.98,D
48.78471,38.70272,323.82,1.37,1.16,2022-06-10,1004,Aqua,MODIS,57,6.1NRT,305.73,18.71,D
48.78831,38.72067,336.52,1.37,1.16,2022-06-10,1004,Aqua,MODIS,84,6.1NRT,307.61,42.12,D
48.78964,38.70534,335.12,1.37,1.16,2022-06-10,1004,Aqua,MODIS,83,6.1NRT,305.41,40.32,D
48.79315,38.72333,335.47,1.37,1.16,2022-06-10,1004,Aqua,MODIS,84,6.1NRT,306.38,38.93,D
47.52815,38.24886,325.2,1.54,1.22,2022-06-10,1004,Aqua,MODIS,55,6.1NRT,309.15,19.71,D
50.05148,31.05518,323.97,2.8,1.6,2022-06-10,1142,Aqua,MODIS,60,6.1NRT,301.37,63.23,D
50.03702,31.05645,327.03,2.8,1.6,2022-06-10,1142,Aqua,MODIS,0,6.1NRT,304.96,73.3,D
